Data Year,ID,Property Name,Reporting Status,Address,ZIP Code,Chicago Energy Rating,Exempt From Chicago Energy Rating,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,Water Use (kGal),ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location,Row_ID
2020,251698,Bradwell Arts & Sciences Elementary -CPS,Submitted Data,7726 S Burnham,60649,4.0,false,SOUTH SHORE,K-12 School,143266,1895,1,,91,1661189,4377879.9,,,,42.2,64.6,46.5,69.5,491.8,3.4,41.75447542,-87.55737916,"(41.75447542, -87.55737916)",2020-251698
2020,175960,,Submitted Data,5254  S DORCHESTER AVE,60615,1.0,false,HYDE PARK,Multifamily Housing,64000,1925,1,,30,1596529.4,6100596.2,,,,120.3,169.9,125.5,174.6,573.2,9,41.80224043,-87.60332678,"(41.80224043, -87.60332678)",2020-175960
2020,244534,One Museum Park East Condominium Association,Submitted Data,1211 S Prairie Ave,60605,4.0,false,NEAR SOUTH SIDE,Multifamily Housing,1151549,2008,1,,81,19781459.6,39525344.4,,,,62.3,101.7,64.7,104.3,5186.7,5.4,41.86619413,-87.62121604,"(41.86619413, -87.62121604)",2020-244534
2020,256422,Materials & Metals Building,Submitted Data,3350 S Federal Street,60616,4.0,false,DOUGLAS,College/University,68398,1943,1,,,8148.5,,382.1,,,0.1,0.3,0.1,0.3,1.3,0,41.842325,-87.62715344,"(41.842325, -87.62715344)",2020-256422
2020,260029,,Submitted Data,5724 5734 S BLACKSTONE AVE,60637,4.0,false,HYDE PARK,Multifamily Housing,52272,1926,1,,80,545864.8,3010592.1,,,,68,89.7,72,93.9,245.1,4.7,41.78046327,-87.6053081,"(41.78046327, -87.6053081)",2020-260029
2020,251491,Frazier International Magnet -CPS,Submitted Data,4027 W Grenshaw St,60624,2.5,false,NORTH LAWNDALE,K-12 School,72000,1966,1,,31,1264862.9,6140970,,,,102.9,138.7,110.9,147.2,523.6,7.3,41.86684246,-87.72623661,"(41.86684246, -87.72623661)",2020-251491
2020,103597,30 N LaSalle St,Submitted Data,30 N LaSalle St,60602,3.5,false,LOOP,Office,1095104,1974,1,,76,32826510.8,31469670.8,,,,58.7,114.1,62.2,117.8,6794.7,6.2,41.88284628,-87.63290243,"(41.88284628, -87.63290243)",2020-103597
2020,103645,203 N LaSalle St,Submitted Data,203 N LaSalle St,60601,4.0,false,LOOP,Office,1191631,1985,1,,74,34656715.2,400857.8,,,,53.1,147.6,55.3,153.7,5430.1,8.2,41.88606221,-87.63169041,"(41.88606221, -87.63169041)",2020-103645
2020,161131,731 S Plymouth Ct,Submitted Data,731 S Plymouth Ct,60605,3.0,false,LOOP,Multifamily Housing,151865,1913,1,,46,6054672.5,2473410.2,,,,56.2,128.7,65.7,143.7,1076.3,7.1,41.87269291,-87.62837598,"(41.87269291, -87.62837598)",2020-161131
2020,244360,1720 South Michigan Condominium Association,Submitted Data,1720 S Michigan Ave,60616,3.5,false,NEAR SOUTH SIDE,Multifamily Housing,684299,2007,1,,55,17101534.3,27121534.4,,,,83.7,144.4,87.8,149.5,4109.6,7.8,41.85862339,-87.62421069,"(41.85862339, -87.62421069)",2020-244360
2020,251651,Gary Elementary -CPS,Submitted Data,3740 W 31st St,60623,3.5,false,SOUTH LAWNDALE,K-12 School,132193,1911,1,,51,2945797.4,6414819.6,,,,70.8,113.3,78.1,123.5,800.5,6.1,41.83790661,-87.71883999,"(41.83790661, -87.71883999)",2020-251651
2020,252328,,Submitted Data,5630 N Sheridan Ave,60660,3.5,false,EDGEWATER,Multifamily Housing,259996,1957,1,,77,3442472.2,17696679,,,,88.1,117.6,96.2,126.1,1477.2,6.2,41.98474511,-87.65522225,"(41.98474511, -87.65522225)",2020-252328
2020,160105,Wyndham Grand Chicago Riverfront,Submitted Data,71 E Wacker Dr,60601,2.5,false,LOOP,Hotel,250000,2000,1,,52,7420795.6,12522087.3,,2061360.2,,88,143.2,94.5,151.6,1931.9,7.7,41.88737377,-87.62565442,"(41.88737377, -87.62565442)",2020-160105
2020,251683,Cooper Dual Language Academy -CPS,Submitted Data,1624 W 19th St,60608,4.0,false,LOWER WEST SIDE,K-12 School,131200,1885,1,,95,1515428.9,2795680.3,,,,32.9,54.7,35.8,58.2,385,2.9,41.85622477,-87.66713005,"(41.85622477, -87.66713005)",2020-251683
2020,172106,,Submitted Data,55  W CHESTNUT ST,60610,2.5,false,NEAR NORTH SIDE,Multifamily Housing,220000,1957,1,,51,4260700.9,11601290,,,,77.4,117.6,80.9,120.1,1281.2,6.2,41.9037528,-87.63558845,"(41.9037528, -87.63558845)",2020-172106
2020,116408,,Submitted Data,3244  W 59TH ST,60629,1.0,false,GAGE PARK,Senior Living Community,60000,2005,1,,27,1767828.8,4269800.1,,,,100.6,157.2,104.7,160.8,502.7,8.4,41.77517105,-87.71389848,"(41.77517105, -87.71389848)",2020-116408
2020,251408,Clissold Elementary -CPS,Submitted Data,2330 W 110th Pl,60643,3.0,false,MORGAN PARK,K-12 School,63257,1930,1,,46,1366837.9,3532610.3,,,,77.5,119.1,82.4,124.4,401,6.3,41.692987,-87.679776,"(41.692987, -87.679776)",2020-251408
2020,160373,Hubbard Place Apartments,Submitted Data,360 W Hubbard St,60654,4.0,false,NEAR NORTH SIDE,Multifamily Housing,686958,2013,1,,70,13635950.2,19413967.5,,,,66.1,117.1,68.9,120,3159.3,6.3,41.89042593,-87.63864217,"(41.89042593, -87.63864217)",2020-160373
2020,252075,UNO Veterans Memorial Campus (Charter School),Not Submitted,4248 W 47TH ST,60632,0.0,false,ARCHER HEIGHTS,,200999,,,,,,,,,,,,,,,,41.80878989,-87.73077801,"(41.80878989, -87.73077801)",2020-252075
2020,256672,River Walk Townhomes,Submitted Data,2903-2923 N Claremont Ave,,3.0,false,,Multifamily Housing,96737,2004,3,,64,1549174.3,4233378.4,,,,80.6,122.4,83.5,125.5,466.6,6.5,41.88425,-87.63245,"(41.88425, -87.63245)",2020-256672
2020,100631,Hubbard HS -CPS,Submitted Data,6200 S Hamlin Ave,60629,4.0,false,WEST LAWN,K-12 School,218200,1929,1,,90,2657029.3,8436730.5,,,,50.8,74.7,55.6,79.7,862.8,4,41.77984105,-87.71918715,"(41.77984105, -87.71918715)",2020-100631
2020,237384,Maple Tower Condominiums,Submitted Data,1035 N DEARBORN ST,60610,4.0,false,NEAR NORTH SIDE,Multifamily Housing,135086,2005,1,,70,4399460.2,869227.2,,,,47.1,118.4,49.7,125.7,732.8,6.6,41.90163587,-87.62949064,"(41.90163587, -87.62949064)",2020-237384
2020,251518,"Pulaski Fine Arts Academy, Casimir -CPS",Submitted Data,2230 W Mclean Ave,60647,2.0,false,LOGAN SQUARE,K-12 School,103904,1949,1,,15,3876184.4,6403839.9,,,,98.9,169.2,105.3,178.3,945.1,9.1,41.91878607,-87.68377909,"(41.91878607, -87.68377909)",2020-251518
2020,254989,Depaul University Holtschneider Performance Center,Submitted Data,2330 N HALSTED ST,60614,2.0,false,Lincoln Park,Performing Arts,242343,2018,1,,,5284864,14042348.6,,,,104.5,159.7,107,162.4,1570.7,8.5,41.92416242,-87.64878559,"(41.92416242, -87.64878559)",2020-254989
2020,160347,Dwight Lofts LLC,Submitted Data,642 S Clark St,60605,4.0,false,LOOP,Multifamily Housing,205348,2008,1,,79,7500367.8,9142095.7,,,,84.6,155.5,87.8,158.9,1656.2,8.4,41.87384,-87.630698,"(41.87384, -87.630698)",2020-160347
2020,251600,Mozart -CPS,Submitted Data,2200 N Hamlin Ave,60647,3.5,false,LOGAN SQUARE,K-12 School,92365,1911,1,,57,1874065.3,4455830.1,,,,68.5,107.5,72.5,111.6,529.2,5.7,41.92132822,-87.72244339,"(41.92132822, -87.72244339)",2020-251600
2020,251325,Belden-Racine Hall,Submitted Data,2311 N Racine Ave,60614,3.0,false,LINCOLN PARK,College/University,68245,2000,1,,,2117149.9,4186854.8,,,,92.4,151.3,96.6,155.8,552.8,8.1,41.92390285,-87.65817716,"(41.92390285, -87.65817716)",2020-251325
2020,251277,WMS-2718 Roscoe,Exempt,2718 W Roscoe St,60618,,true,AVONDALE,,121666,,,,,,,,,,,,,,,,41.942829,-87.696215,"(41.942829, -87.696215)",2020-251277
2020,251401,"Neil Elementary, Jane A -CPS",Submitted Data,8555 S Michigan Ave,60619,4.0,false,CHATHAM,K-12 School,71870,1953,1,,68,333471.8,5564070.3,,,,82.1,94.3,87.5,100.3,347.6,4.8,41.73856744,-87.62024724,"(41.73856744, -87.62024724)",2020-251401
2020,251280,WMS Gaming 3401 California,Not Submitted,3401 N California Ave,60618,0.0,false,AVONDALE,,120687,,,,,,,,,,,,,,,,41.94324144,-87.69789403,"(41.94324144, -87.69789403)",2020-251280
2020,156373,225 W Ohio St,Submitted Data,225 W Ohio St,60654,3.5,false,NEAR NORTH SIDE,Office,60892,1907,1,,79,1293163.6,1677071.8,,,,48.8,88.4,50.9,90.6,290.9,4.8,41.89234316,-87.63534055,"(41.89234316, -87.63534055)",2020-156373
2020,252123,Gary Comer Youth Center (South Shore Drill Team),Submitted Data,7200 S Ingleside Ave,60619,2.0,false,GREATER GRAND CROSSING,Other,115500,2006,1,,,3514945.8,1532663.1,,,,63.1,143.1,64.7,144.8,630,7.9,41.76400303,-87.60189552,"(41.76400303, -87.60189552)",2020-252123
2020,165819,Washington Park SRO,Submitted Data,5000 5016 S INDIANA AVE,60615,4.0,false,GRAND BOULEVARD,Multifamily Housing,97465,1982,1,,96,1487504.1,2343124.9,,,,39.3,68,39.3,68,356.6,3.7,41.80363832,-87.62178136,"(41.80363832, -87.62178136)",2020-165819
2020,101713,Aon Center,Submitted Data,200 E Randolph St,60601,4.0,false,LOOP,Office,3457865,1972,1,,81,88649320.1,74788659.9,,55385315.7,,68.6,118.1,70,119.7,20741.2,6.5,41.88529085,-87.62152084,"(41.88529085, -87.62152084)",2020-101713
2020,101799,200 S Wacker Property LLC,Submitted Data,200 S Wacker Dr,60606,3.0,false,LOOP,Office,865070,1981,1,,66,43810653.1,,,,,52,145.5,53.6,150.1,6837.5,8.1,41.87902474,-87.63734431,"(41.87902474, -87.63734431)",2020-101799
2020,111837,Marlborough Condominium Association,Submitted Data,400 414 W DEMING PL,60614,4.0,false,LINCOLN PARK,Multifamily Housing,196000,1912,1,,83,2107442.3,11078440.1,,,,67.3,89.5,71.1,92.9,917.3,4.7,41.92201051,-87.65461957,"(41.92201051, -87.65461957)",2020-111837
2020,252031,57135-Chicago-Downtown,Submitted Data,201 E Walton Pl,60611,4.0,false,NEAR NORTH SIDE,Hotel,177137,1987,1,,71,5515610.6,12566948.8,,,,102.1,161.7,105.7,164.7,1528.3,8.6,41.89981331,-87.62141411,"(41.89981331, -87.62141411)",2020-252031
2020,244318,The Edge Lofts & Tower Condominium Association,Submitted Data,210 S Des Plaines St,60661,1.0,false,NEAR WEST SIDE,Multifamily Housing,353135,2004,1,,14,8998699.6,18600712.2,,,,116,188.1,119.2,190.8,2392.4,10.1,41.87894567,-87.64445559,"(41.87894567, -87.64445559)",2020-244318
2020,251530,Pasteur Elementary -CPS,Submitted Data,5825 S Kostner Ave,60629,4.0,false,WEST ELSDON,K-12 School,98900,1927,1,,78,1704448.1,3629759.9,,,,53.9,86.8,59.2,93.1,458.8,4.6,41.78617286,-87.73238001,"(41.78617286, -87.73238001)",2020-251530
2020,252030,012-012-Tremont Hotel,Not Submitted,100 E Chestnut,60611,0.0,false,NEAR NORTH SIDE,,95526,,,,,,,,,,,,,,,,41.89857555,-87.62561977,"(41.89857555, -87.62561977)",2020-252030
2020,175751,"750 Orleans, Inc.",Submitted Data,750 N Orleans St,60654,4.0,false,NEAR NORTH SIDE,Office,74458,1903,1,,61,4350201.1,,,,,58.4,163.6,63.1,176.7,678.9,9.1,41.89611172,-87.63720777,"(41.89611172, -87.63720777)",2020-175751
2020,255003,"L - Logan Square Apartment Community 
Navigator Taproom",Not Submitted,2211 N MILWAUKEE AVE,60647,0.0,false,Logan Square,,119727,,,,,,,,,,,,,,,,41.92105626,-87.69421012,"(41.92105626, -87.69421012)",2020-255003
2020,251692,Nightingale Elementary -CPS,Submitted Data,5250 S Rockwell St,60632,2.0,false,GAGE PARK,K-12 School,140838,1926,1,,26,4481327.7,7751970.2,,,,86.9,146.9,90.5,151,1111.1,7.9,41.79805484,-87.68983953,"(41.79805484, -87.68983953)",2020-251692
2020,148480,,Submitted Data,865  N LARRABEE ST,60610,3.0,false,NEAR NORTH SIDE,Multifamily Housing,80457,2006,1,,62,1860328.2,3271503.8,,,,63.8,107.4,64.8,108.1,464.1,5.8,41.9037528,-87.63558845,"(41.9037528, -87.63558845)",2020-148480
2020,101756,Cook County Building,Submitted Data,118 N Clark St,60602,3.5,false,LOOP,Office,638592,1906,1,,53,31463456.1,30530798.1,,,,97.1,188.2,101.5,192.8,6532.1,10.2,41.88385328,-87.63167966,"(41.88385328, -87.63167966)",2020-101756
2020,112801,,Submitted Data,5740  N SHERIDAN RD,60660,3.0,false,EDGEWATER,Multifamily Housing,104500,1977,1,,43,1708541.9,6542596.4,,,,93.8,132.4,102.9,141.5,614.2,7,41.99090057,-87.66660744,"(41.99090057, -87.66660744)",2020-112801
2020,160284,1251/1255 S. Michigan,Submitted Data,1255 S Michigan Ave,60605,0.0,false,NEAR SOUTH SIDE,,642408,,,,,,,,,,,,,,,,41.86623341,-87.62362373,"(41.86623341, -87.62362373)",2020-160284
2020,252127,Circa 922,Submitted Data,922 W Washington Blvd,60607,3.0,false,Near West Side,Multifamily Housing,204813,2015,1,,48,4917504,7406928.1,,,,78.4,137,80.7,139,1160.9,7.4,41.8831353,-87.65056,"(41.8831353, -87.65056)",2020-252127
2020,188280,,Submitted Data,5200 5208 S BLACKSTONE AVE,60615,1.5,false,HYDE PARK,Multifamily Housing,148157,1930,1,,37,5502344.4,5397899.8,,,,73.6,142.2,77.3,150.4,1145.5,7.7,41.8007869,-87.59048115,"(41.8007869, -87.59048115)",2020-188280
2020,130758,,Submitted Data,651  S WELLS ST,60607,3.5,false,LOOP,Multifamily Housing,99552,1950,1,,73,3552011.1,,,,,35.7,99.9,37.7,105.6,554.4,5.6,41.87399385,-87.651678,"(41.87399385, -87.651678)",2020-130758
2020,159892,Promontory Apartments,Submitted Data,5530 S SHORE DR,60637,3.5,false,HYDE PARK,Multifamily Housing,180351,1949,1,,53,3265741.3,13586599.8,,,,93.4,129.8,98.8,135.2,1231.3,6.8,41.794687,-87.58046479,"(41.794687, -87.58046479)",2020-159892
2020,116552,,Not Submitted,4001 4013 S ELLIS AVE,60653,0.0,false,OAKLAND,,61610,,,,,,,,,,,,,,,,41.82021138,-87.61246867,"(41.82021138, -87.61246867)",2020-116552
2020,260149,Riverside Square and River's Edge - Chicago,Submitted Data,3145 S Ashland Ave,60608,4.0,false,MCKINLEY PARK,Supermarket/Grocery Store,74495,1987,1,,100,2501105.3,1713599.9,,,,56.6,118.2,,,481.4,6.5,41.8365795,-87.66384491,"(41.8365795, -87.66384491)",2020-260149
2020,251260,The Belmont by Reside,Submitted Data,3170 N Sheridan Rd,60657,3.5,false,LAKE VIEW,Multifamily Housing,475020,1924,1,,78,7579433.3,19817492.8,,,,57.7,88.5,59.5,90.4,2235.5,4.7,41.93973305,-87.64000019,"(41.93973305, -87.64000019)",2020-251260
2020,104226,,Submitted Data,606 620 W CORNELIA AVE,60657,4.0,false,LAKE VIEW,Multifamily Housing,81300,1969,1,,94,997624.4,4131599.4,,,,70.6,98.1,74.2,101.7,375.1,5.2,41.9398511,-87.65844752,"(41.9398511, -87.65844752)",2020-104226
2020,118695,,Submitted Data,2825  S HALSTED,60608,3.0,false,BRIDGEPORT,Senior Living Community,69455,2005,1,,65,1878200.2,4062399.6,,,,85.5,137.1,88.8,140.3,508.9,7.3,41.84915346,-87.67089596,"(41.84915346, -87.67089596)",2020-118695
2020,255017,Midway Pointe Senior Residences,Submitted Data,5011 W 47TH ST,60638,4.0,false,Garfield Ridge,Multifamily Housing,88080,2017,1,,92,2168049.7,1491337.5,,,,41.5,86.7,43,89.2,417.6,4.7,41.80752955,-87.74863158,"(41.80752955, -87.74863158)",2020-255017
2020,256680,Old Town Village East,Submitted Data,1205-1255 N Orleans Court,60610,4.0,false,,Multifamily Housing,127872,2006,6,,98,904118.5,1933907.4,,,,44,70.8,45.8,72.5,243.8,3.8,41.90423,-87.638225,"(41.90423, -87.638225)",2020-256680
2020,252216,Beach Point Tower Condominium Association,Submitted Data,5801 N Sheridan Rd,60660,1.0,false,EDGEWATER,Multifamily Housing,160000,1956,1,,17,2879608.5,12834131.1,,,,98.2,134.6,107.5,142.7,1131.1,7.1,41.98760277,-87.65521384,"(41.98760277, -87.65521384)",2020-252216
2020,233760,Park Newberry Condominiums,Submitted Data,55 W Delaware Pl,60610,1.0,false,NEAR NORTH SIDE,Multifamily Housing,354934,1995,1,,4,10694320.7,23494153,,,,131.5,210,137.5,215.6,2916.9,11.2,41.89821936,-87.63056762,"(41.89821936, -87.63056762)",2020-233760
2020,103766,640 N LaSalle Dr,Submitted Data,640 N LaSalle St,60654,4.0,false,NEAR NORTH SIDE,Office,329845,1969,1,,68,16202311.9,2245160.3,,,,65.3,169,68.4,175.1,2647.9,9.4,41.89361489,-87.63342151,"(41.89361489, -87.63342151)",2020-103766
2020,159982,Mahalia Jackson Apt,Submitted Data,9141 - 9177 S South Chicago Ave,60617,1.0,false,SOUTH CHICAGO,Multifamily Housing,103330,1974,2,,9,3471545.9,15959119.9,,,,213.1,290.4,227,305,1389.5,15.2,41.72901449,-87.55425891,"(41.72901449, -87.55425891)",2020-159982
2020,175495,House of Blues Chicago,Submitted Data,329 N Dearborn St,60654,4.0,false,NEAR NORTH SIDE,Performing Arts,54600,1996,1,,,3129321.9,1064740,,,,76.8,181,76.8,181,544.9,10,41.88833261,-87.62950362,"(41.88833261, -87.62950362)",2020-175495
2020,244325,,Submitted Data,7033 N KEDZIE AVE,60645,1.0,false,WEST RIDGE,Multifamily Housing,333000,1968,1,,11,7061555.3,36530711,,,,134.1,178.9,137.6,182.5,3042.4,9.4,42.00899392,-87.70844514,"(42.00899392, -87.70844514)",2020-244325
2020,251488,Esmond Elementary -CPS,Submitted Data,1865 W Montvale Ave,60643,2.5,false,MORGAN PARK,K-12 School,53700,1891,1,,33,763518.4,5371580.2,,,,114.2,144.8,122.8,153.8,404.5,7.5,41.6887948,-87.66968662,"(41.6887948, -87.66968662)",2020-251488
2020,175789,,Not Submitted,7540 7554 S STONY ISLAND,60649,0.0,false,SOUTH SHORE,,81378,,,,,,,,,,,,,,,,41.75771915,-87.58613076,"(41.75771915, -87.58613076)",2020-175789
2020,101560,IL0054ZZ - Clark Fedral Bldg,Submitted Data,536 S Clark St,60605,3.0,false,LOOP,Office,636217,1912,1,,42,29743740.4,37313760.5,,,,105.4,192.5,108.7,195.4,6624,10.4,41.87500832,-87.63122808,"(41.87500832, -87.63122808)",2020-101560
2020,251404,"Burr Elementary, Jonathan -CPS",Submitted Data,1621 W Wabansia Ave,60622,2.5,false,WEST TOWN,K-12 School,60929,1896,1,,34,800519.2,5661870.2,,,,106.1,134.4,118.1,147.4,425.7,7,41.912405,-87.668589,"(41.912405, -87.668589)",2020-251404
2020,159651,,Submitted Data,352 360 W WELLINGTON AVE,60657,1.0,false,LAKE VIEW,Multifamily Housing,158320,1960,1,,,738234,371924615.1,,,,2559.5,2696.3,2559.6,2696.5,19869.9,136.5,41.93692151,-87.63910514,"(41.93692151, -87.63910514)",2020-159651
2020,251541,Reilly Es -CPS,Submitted Data,3650 W School St,60618,2.5,false,AVONDALE,K-12 School,113870,1914,1,,34,3054648.8,7421690.2,,,,92,143.5,96.3,148.1,870.9,7.6,41.94159842,-87.7192968,"(41.94159842, -87.7192968)",2020-251541
2020,104430,Edgewater Flats Condominium,Submitted Data,1215 1225 W GRANVILLE AVE,60660,3.0,false,EDGEWATER,Multifamily Housing,51840,1920,2,,64,488178.8,,,,,74.6,94.8,82.7,102.5,255.8,4.9,41.99090057,-87.66660744,"(41.99090057, -87.66660744)",2020-104430
2020,119629,Costco,Submitted Data,2746 N Clybourn Ave,60614,3.5,false,LINCOLN PARK,Supermarket/Grocery Store,142374,2001,1,,72,15137211,11667060,,,,188.3,383.7,196,391.1,2982.1,20.9,41.93130757,-87.67737064,"(41.93130757, -87.67737064)",2020-119629
2020,102766,,Submitted Data,6150  N KENMORE AVE,60660,4.0,false,EDGEWATER,Multifamily Housing,77900,1962,1,,66,1477795.2,4602635.9,,,,83.3,122.9,90.8,129.8,475.1,6.5,41.99090057,-87.66660744,"(41.99090057, -87.66660744)",2020-102766
2020,112724,,Submitted Data,6119 6125 N WINCHESTER AVE,60660,1.0,false,WEST RIDGE,Multifamily Housing,57600,1951,1,,11,1467088.3,6422899.9,,,,137,188.4,151.2,203.3,570.1,9.9,41.99090057,-87.66660744,"(41.99090057, -87.66660744)",2020-112724
2020,145637,,Not Submitted,4815 4835 W BELLE PLAINE AVE,60641,0.0,false,PORTAGE PARK,,126211,,,,,,,,,,,,,,,,41.94615136,-87.74707694,"(41.94615136, -87.74707694)",2020-145637
2020,130949,Life Changers International Church,Exempt,1337 W 15TH ST,60608,,true,NEAR WEST SIDE,,81933,,,,,,,,,,,,,,,,41.86125779,-87.66083086,"(41.86125779, -87.66083086)",2020-130949
2020,251470,Dett,Submitted Data,2101 W Monroe,60612,3.0,false,NEAR WEST SIDE,K-12 School,70600,1961,1,,47,1412518.4,4165479.8,,,,79,118,84.1,123.3,441.7,6.3,41.87995,-87.679167,"(41.87995, -87.679167)",2020-251470
2020,175236,,Not Submitted,4633 4645 N KEDZIE AVE,60625,0.0,false,ALBANY PARK,,52800,,,,,,,,,,,,,,,,41.97208235,-87.70234945,"(41.97208235, -87.70234945)",2020-175236
2020,117115,,Not Submitted,1733 1735 W IRVING PARK RD,60613,0.0,false,LAKE VIEW,,114450,,,,,,,,,,,,,,,,41.95402016,-87.6620278,"(41.95402016, -87.6620278)",2020-117115
2018,100733,,Exempt,840 S CANAL ST,60607,,true,NEAR WEST SIDE,,508582,,1,4610,,,,,,,,,,,,,41.87093779,-87.64012731,"(41.87093779, -87.64012731)",2018-100733
2020,104105,,Submitted Data,640  W SHERIDAN RD,60613,4.0,false,LAKE VIEW,Multifamily Housing,65918,1970,1,,91,738998.3,3130799.8,,,,63.5,87.9,65.8,90.3,281.6,4.6,41.95402016,-87.6620278,"(41.95402016, -87.6620278)",2020-104105
2020,251287,SpringHill Suites Chicago O'Hare / Hampton Inn and Suites Chicago,Submitted Data,8101 W Higgins Rd,60631,2.0,false,NORWOOD PARK,Hotel,160000,2000,1,,19,11048462,7829400.3,,,,118,244.7,126.2,260.8,2140.2,13.4,41.98515127,-87.83015397,"(41.98515127, -87.83015397)",2020-251287
2020,103314,Evergreen Tower,Not Submitted,1333  N CLEVELAND AVE,60610,0.0,false,NEAR NORTH SIDE,,86780,,,,,,,,,,,,,,,,41.9037528,-87.63558845,"(41.9037528, -87.63558845)",2020-103314
2020,251352,Tams Building -CPS,Not Submitted,501 - 505 W 35th St,60629,0.0,false,BRIDGEPORT,,73600,,,,,,,,,,,,,,,,41.830808,-87.639877,"(41.830808, -87.639877)",2020-251352
2020,156876,Newberry Library,Submitted Data,60 W Walton St,60610,0.0,false,NEAR NORTH SIDE,,200000,,,,,,,,,,,,,,,,41.90002028,-87.63060779,"(41.90002028, -87.63060779)",2020-156876
2020,251536,Altgeld Elementary-CPS,Submitted Data,1340 W 71st St,60636,2.0,false,WEST ENGLEWOOD,K-12 School,69366,1904,1,,21,1435152.1,7289270,,,,125.8,168.3,134.4,177.3,611.2,8.8,41.76532371,-87.65837324,"(41.76532371, -87.65837324)",2020-251536
2020,168225,,Submitted Data,2970 N SHERIDAN RD,60657,4.0,false,LAKE VIEW,Multifamily Housing,244440,1925,1,,93,3405630,14525287.2,,,,73.4,101.4,77.2,104.4,1303,5.3,41.93626929,-87.63934761,"(41.93626929, -87.63934761)",2020-168225
2020,251246,4950 Powhatan Bldg C,Submitted Data,4950 S Chicago Beach Dr,60615,3.0,false,KENWOOD,,167825,,,,,,,,,,,,,,,,41.80461418,-87.58446798,"(41.80461418, -87.58446798)",2020-251246
2020,250002,Arturo Velasquez Institute,Submitted Data,2800 S Western Ave,60608,3.0,false,LOWER WEST SIDE,College/University,349767,1996,1,,,5953791.6,6971400,,,,73.9,137.1,77.9,141.3,1299.5,7.4,41.84099565,-87.68627778,"(41.84099565, -87.68627778)",2020-250002
2020,162430,Providence St. Mel School,Submitted Data,119 S Central Park Blvd,60624,4.0,false,EAST GARFIELD PARK,K-12 School,187689,1929,1,,86,3124802.2,5425012.1,,,,45.6,77,49,80.3,775.8,4.1,41.87883538,-87.715548,"(41.87883538, -87.715548)",2020-162430
2020,159421,Lake Meadows 7,Submitted Data,400 E 33rd St,60616,0.0,false,DOUGLAS,,309457,,,,,,,,,,,,,,,,41.83521407,-87.61617504,"(41.83521407, -87.61617504)",2020-159421
2020,239695,1550 CA,Submitted Data,1550 N Lake Shore Dr,60610,4.0,false,NEAR NORTH SIDE,Multifamily Housing,406524,1960,1,,81,3156806.2,24867980.7,,,,77.8,97,82.8,102.1,1813.5,5,41.9109805,-87.62673635,"(41.9109805, -87.62673635)",2020-239695
2020,157602,Prairie House at Central Station,Submitted Data,1515 S Prairie Ave,60605,1.5,false,NEAR SOUTH SIDE,Multifamily Housing,403018,2001,1,,32,10323384.3,13603403.2,,,,87.6,158.2,90,159.4,2333.7,8.5,41.86170088,-87.6202348,"(41.86170088, -87.6202348)",2020-157602
